herbivore,n, 食草动物,'hɜːrbɪvɔːr,herbivore&type=1,"[{'sContent': 'Most herbivore teeth are grinders, canines are usually absent.', 'sContent_eng': 'Most <b>herbivore</b> teeth are grinders, canines are usually absent.', 'sSpeech': 'Most+herbivore+teeth+are+grinders%2C+canines+are+usually+absent.&le=eng', 'sCn': '食草动物的牙齿大部分是臼齿，通常没有犬齿。'}, {'sContent': 'Some examples of heavy herbivore pressure may help appreciation of the possible brevity of the selection process .', 'sContent_eng': 'Some examples of heavy <b>herbivore</b> pressure may help appreciation of the possible brevity of the selection process .', 'sSpeech': 'Some+examples+of+heavy+herbivore+pressure+may+help+appreciation+of+the+possible+brevity+of+the+selection+process+.&le=eng', 'sCn': '植食动物强大压力的一些事例可以帮助我们对选择过程的简略性有所了解。'}, {'sContent': 'Kangaroo is a herbivore, eating a variety of plants, fungi and some food.', 'sContent_eng': 'Kangaroo is a <b>herbivore</b>, eating a variety of plants, fungi and some food.', 'sSpeech': 'Kangaroo+is+a+herbivore%2C+eating+a+variety+of+plants%2C+fungi+and+some+food.&le=eng', 'sCn': '袋鼠是食草动物，吃多种植物，有的还吃真菌类。'}]"
successive,adj, 接替的， 继承的； 接连的， 连续的,sək'sesɪv,successive&type=1,"[{'sContent': 'The team has had five successive victories.', 'sCn': '这支球队已经连胜五场了。'}, {'sContent': 'Successive governments have tried to deal with this issue.', 'sCn': '历届政府都试图解决这个问题。'}]"
adventure,n, 奇遇； 冒险活动,əd'ventʃər,adventure&type=1,"[{'sContent': 'a great adventure', 'sCn': '一大奇遇'}, {'sContent': 'Ahab’s adventures at sea', 'sCn': '亚哈的海上历险'}, {'sContent': 'an adventure story', 'sCn': '一个历险故事'}]"
ceremony,n, 典礼， 仪式； 礼节,'serəmouni,ceremony&type=1,"[{'sContent': 'a wedding ceremony', 'sCn': '婚礼'}, {'sContent': 'the opening ceremony of the Olympic Games', 'sCn': '奥运会开幕式'}]"
improve,v, 改善， 改进， 增进； 好转， 进步,ɪm'pruːv,improve&type=1,"[{'sContent': 'a course for students wishing to improve their English', 'sCn': '为想提高英语水平的学生开设的一门课'}, {'sContent': 'The doctors say she is improving (= after being ill ).', 'sCn': '医生说她正在康复。'}, {'sContent': 'You could use the money for improving your home.', 'sCn': '你可以用这笔钱改善家居。'}, {'sContent': 'Many wines improve with age (= get better as they get older ).', 'sCn': '很多葡萄酒年代越久越香醇。'}]"
idyllic,adj, 田园诗般的， 田园风光的， 牧歌的,aɪ'dɪlɪk,idyllic&type=1,"[{'sContent': 'This idyllic pastoral scene is only part of the picture.', 'sContent_eng': 'This <b>idyllic</b> pastoral scene is only part of the picture.', 'sSpeech': 'This+idyllic+pastoral+scene+is+only+part+of+the+picture.&le=eng', 'sCn': '但这种田园诗般的乡村风光仅仅是一个侧面。'}, {'sContent': 'Some believe that lemurians were much more like early humans living in a sort of idyllic paradise largely agrarian with lush forests and an abundance of flowers and fruit trees.', 'sContent_eng': 'Some believe that lemurians were much more like early humans living in a sort of <b>idyllic</b> paradise largely agrarian with lush forests and an abundance of flowers and fruit trees.', 'sSpeech': 'Some+believe+that+lemurians+were+much+more+like+early+humans+living+in+a+sort+of+idyllic+paradise+largely+agrarian+with+lush+forests+and+an+abundance+of+flowers+and+fruit+trees.&le=eng', 'sCn': '一些就相信利莫里亚更加像早期的人类，生活在一种田园诗般的天堂里，主要地与繁荣的森林，盛开的花朵和结果的树在一起。'}, {'sContent': ""I don't mind a bit of idiosyncrasy, but that strange ideology you believe in , coupled with your idyllic ideas on life, suggest to me that all you're doing is looking for some idol to follow."", 'sContent_eng': ""I don't mind a bit of idiosyncrasy, but that strange ideology you believe in , coupled with your <b>idyllic</b> ideas on life, suggest to me that all you're doing is looking for some idol to follow."", 'sSpeech': 'I+don%27t+mind+a+bit+of+idiosyncrasy%2C+but+that+strange+ideology+you+believe+in+%2C+coupled+with+your+idyllic+ideas+on+life%2C+suggest+to+me+that+all+you%27re+doing+is+looking+for+some+idol+to+follow.&le=eng', 'sCn': '你有一点特殊的癖性我不在乎，但你相信的那种奇怪的意识形态，加上你向往田园诗般生活的想法，给我的印象是你在做的就是要找到一个偶像来效仿。'}]"
hawk,n,鹰，隼；主战分子,hɔːk,hawk&type=1,"[{'sContent': 'Oil thieves sometimes hawk stolen gasoline on the side of highways.', 'sContent_eng': 'Oil thieves sometimes <b>hawk</b> stolen gasoline on the side of highways.', 'sSpeech': 'Oil+thieves+sometimes+hawk+stolen+gasoline+on+the+side+of+highways.&le=eng', 'sCn': '石油大盗们有时在公路边上兜售偷来的石油。'}]"
speckle,v,弄上斑点；点缀,'spekl,speckle&type=1,"[{'sContent': 'AIM: To investigate the relation between left ventricular torsion(LVtor)/ rotation and cardiac cycle in normal persons by speckle tracking imaging(STI).', 'sContent_eng': 'AIM: To investigate the relation between left ventricular torsion(LVtor)/ rotation and cardiac cycle in normal persons by <b>speckle</b> tracking imaging(STI).', 'sSpeech': 'AIM%3A+To+investigate+the+relation+between+left+ventricular+torsion%28LVtor%29%2F+rotation+and+cardiac+cycle+in+normal+persons+by+speckle+tracking+imaging%28STI%29.&le=eng', 'sCn': '目的：探讨斑点追踪显像技术（STI）评价正常人心肌旋转及左室扭转与心动周期时相关系的价值。'}]"
emanate,v, 散发； 表现， 显示,'eməneɪt,emanate&type=1,"[{'sContent': 'He emanates tranquility.', 'sCn': '他身上散发着一种恬静气质。'}]"
exterior,adj,外部的，外表的,ɪk'stɪriər,exterior&type=1,"[{'sContent': 'The exterior walls need a new coat of paint.', 'sCn': '外墙需要刷新漆了。'}]"
captivity,n, 囚禁， 拘留,kæp'tɪvəti,captivity&type=1,"[{'sContent': 'The hostages were released from captivity.', 'sCn': '人质被释放了。'}]"
levy,vt,征收,'levi,levy&type=1,"[{'sContent': 'They levied religious taxes on Christian commercial transactions.', 'sCn': '他们对基督教的商业交易征收宗教税。'}]"
effective,adj, 有效的， 生效的； 显著的； 实际的， 事实上的,ɪ'fektɪv,effective&type=1,"[{'sContent': 'The cheaper drugs are just as effective in treating arthritis.', 'sCn': '较便宜的药品对治疗关节炎同样有效。'}, {'sContent': 'the painting’s highly effective use of colour', 'sCn': '绘画中得心应手的色彩运用'}, {'sContent': 'Training is often much less effective than expected.', 'sCn': '训练的效果往往远低于预期。'}, {'sContent': 'the most effective ways of reducing inner city congestion', 'sCn': '减少旧城区交通拥挤最有效的办法'}]"
muscle,n, 肌肉； 体力， 力量， 实力； 影响力,'mʌsl,muscle&type=1,"[{'sContent': 'Relax your stomach muscles , then stretch again.', 'sCn': '放松腹部肌肉，然后再绷紧。'}, {'sContent': 'Regular exercise will help to strengthen your muscles .', 'sCn': '经常锻炼有助于强健肌肉。'}, {'sContent': 'Rooney has pulled a muscle in his thigh and won’t play tomorrow.', 'sCn': '鲁尼大腿肌肉拉伤，明天不能参赛了。'}]"
generous,adj, 慷慨的， 大方的； 大量的， 丰富的； 宽厚的， 宽宏大量的,'dʒenərəs,generous&type=1,"[{'sContent': 'a generous glass of wine', 'sCn': '一大杯葡萄酒'}]"
flux,n, 变迁， 不断的变动,flʌks,flux&type=1,"[{'sContent': 'Everything is in flux at the moment.', 'sCn': '眼下一切都变化不定。'}, {'sContent': 'The education system is still in a state of flux .', 'sCn': '教育体制仍处于不断变化之中。'}]"
jelly,n, 果冻， 胶状物,'dʒeli,jelly&type=1,"[{'sContent': 'raspberry jelly', 'sCn': '山莓果冻'}]"
probe,v,探查，探测；盘问，追问,proub,probe&type=1,"[{'sContent': 'Police probed claims that he had sold drugs.', 'sCn': '警方就有人称他贩卖毒品一事进行了调查。'}]"
crescent,adj,新月形的；逐渐增强的,'kresnt,crescent&type=1,"[{'sContent': 'a small crescent of pastry topped with cheese', 'sCn': '顶上浇有奶酪的新月形油酥小糕点'}, {'sContent': 'a crescent moon', 'sCn': '新月'}]"
inflate,v, 充气， 膨胀； 鼓吹， 吹捧； 涨价,ɪn'fleɪt,inflate&type=1,"[{'sContent': 'It took us half an hour to inflate the dinghy.', 'sCn': '我们用了半小时给橡皮筏充好气。'}, {'sContent': 'Her life jacket failed to inflate.', 'sCn': '她的救生衣未能充进去气。'}]"
stable,adj,稳定的，安定的；牢固的；沉稳的,'steɪbl,stable&type=1,"[{'sContent': 'A wide base will make the structure much more stable.', 'sCn': '宽大的底座会使结构牢固许多。'}, {'sContent': 'Children like a stable environment.', 'sCn': '儿童喜欢稳定的环境。'}]"
quantitative,adj, 数量的， 定量的,'kwɑːntəteɪtɪv,quantitative&type=1,"[{'sContent': '...the advantages of quantitative and qualitative research.', 'sCn': '…定量和定性研究的优点。'}]"
clamor,n, 吵闹， 喧哗,'klæmər,clamor&type=1,
harness,vt,利用…产生动力；给上挽具,'hɑːrnɪs,harness&type=1,"[{'sContent': 'We can harness the power of the wind to generate electricity.', 'sCn': '我们可以利用风力发电。'}]"
foment,vt, 煽动， 挑起， 激起,fou'ment,foment&type=1,"[{'sContent': 'They were accused of fomenting rebellion.', 'sCn': '他们被指控煽动叛乱。'}]"
respond,vi, 回答， 答复； 作出反应； 响应,rɪ'spɑːnd,respond&type=1,"[{'sContent': ""They are likely to respond positively to the president's request for aid."", 'sCn': '他们有可能积极地回应该总统的援助请求。'}]"
incident,n, 事情， 事件； 摩擦， 冲突,'ɪnsɪdənt,incident&type=1,"[{'sContent': 'Am I at risk because of some incident in my sexual past?', 'sCn': '我过去性生活中的某件事会使我处于危险境地吗？'}, {'sContent': 'Roads were sealed off because of a major incident.', 'sCn': '因为发生重大事故，道路被封锁了。'}]"
cluster,vi, 成群， 成串； 丛生； 群集,'klʌstər,cluster&type=1,"[{'sContent': 'The passengers clustered together in small groups.', 'sCn': '乘客们聚集成小群体。'}]"
prey,vi,捕食，捕获,preɪ,prey&type=1,"[{'sContent': 'The effect was to disrupt the food chain, starving many animals and those that preyed on them.', 'sCn': '后果是打断食物链，使许多动物和捕食它们的动物饿死。'}, {'sContent': 'Electric rays stun their prey with huge electrical discharges.', 'sCn': '电鳐释放大量的电荷将他们的猎物击昏。'}]"
attire,n,穿着，服饰,ə'taɪər,attire&type=1,"[{'sContent': '...seven women dressed in their finest attire.', 'sCn': '...七位着盛装的女士。'}]"
tug,v,拖，,tʌg,tug&type=1,"[{'sContent': 'The woman gently tugged his arm.', 'sCn': '那女人轻轻拽了拽他的胳膊。'}]"
neuron,n, 神经元， 神经细胞,'nurɑːn,neuron&type=1,"[{'sContent': ""Between any neurons, between the axon of one neuron and the dendrite of another, there's a tiny gap."", 'sContent_eng': ""Between any neurons, between the axon of one <b>neuron</b> and the dendrite of another, there's a tiny gap."", 'sSpeech': 'Between+any+neurons%2C+between+the+axon+of+one+neuron+and+the+dendrite+of+another%2C+there%27s+a+tiny+gap.&le=eng', 'sCn': '在神经元之间，在一个神经元的轴突，和另一个神经元的树突之间，有一个细小的缝隙。'}]"
vertebrate,adj, 有脊椎的,'vɜːrtɪbrət,vertebrate&type=1,"[{'sContent': 'Dead bodies of vertebrate in the field should not be collected or closely examined.', 'sContent_eng': 'Dead bodies of <b>vertebrate</b> in the field should not be collected or closely examined.', 'sSpeech': 'Dead+bodies+of+vertebrate+in+the+field+should+not+be+collected+or+closely+examined.&le=eng', 'sCn': '不要太接近脊椎动物的尸体或收集它们作样本。'}, {'sContent': 'The unborn young of a viviparous vertebrate having a basic structural resemblance to the adult animal.', 'sContent_eng': 'The unborn young of a viviparous <b>vertebrate</b> having a basic structural resemblance to the adult animal.', 'sSpeech': 'The+unborn+young+of+a+viviparous+vertebrate+having+a+basic+structural+resemblance+to+the+adult+animal.&le=eng', 'sCn': '胎基本结构与成年动物相似的胎生脊椎动物未出生的幼子。'}]"
expedition,n, 远征； 探险,ˌekspə'dɪʃn,expedition&type=1,"[{'sContent': 'an expedition to the North Pole', 'sCn': '北极探险'}, {'sContent': 'another Qomolangma expedition', 'sCn': '又一次珠穆朗玛峰探险'}]"
concert,n, 音乐会， 演奏会； 一致,'kɑːnsərt,concert&type=1,"[{'sContent': 'a rock concert', 'sCn': '摇滚音乐会'}, {'sContent': 'a concert of French choral music', 'sCn': '法国合唱音乐会'}, {'sContent': 'We were going to a concert in Bath Abbey.', 'sCn': '我们要去听一场在巴斯修道院内举行的音乐会。'}, {'sContent': 'She still does about 100 concerts every year.', 'sCn': '她每年仍然举行100场左右的演唱会。'}]"
absorb,vt, 吸收； 理解， 掌握； 吸引…的注意， 使全神贯注； 使并入， 同化,əb'sɔːrb,absorb&type=1,"[{'sContent': 'Plants absorb nutrients from the soil.', 'sCn': '植物从土壤中吸收养分。'}]"
supply,n,供应；储备；补给,sə'plaɪ,supply&type=1,"[{'sContent': 'The nation’s fuel supplies will not last forever.', 'sCn': '这个国家的燃料供应不会无穷无尽。'}, {'sContent': 'To protect the food supply , the government ordered the slaughter of affected cattle.', 'sCn': '为保护食品供应，政府下令宰杀被感染的牛。'}]"
concern,vt,涉及，关系到；使关心，使担忧,kən'sɜːrn,concern&type=1,"[{'sContent': 'Issues like food additives do concern me.', 'sCn': '食品添加剂这类事情确实使我很担心。'}]"
circulate,v, 循环； 流通； 传播， 流传,'sɜːrkjəleɪt,circulate&type=1,"[{'sContent': 'Swimming helps to get the blood circulating through the muscles.', 'sCn': '游泳有助于肌肉的血液循环。'}, {'sContent': 'Ceiling fans circulated warm air around the room.', 'sCn': '吊扇使暖空气在房间里循环。'}]"
incubate,v, 孵化； 培育； 潜伏,'ɪŋkjubeɪt,incubate&type=1,"[{'sContent': 'The birds returned to their nests and continued to incubate the eggs.', 'sCn': '那些鸟儿返巢继续孵卵。'}]"
rectify,vt, 矫正， 纠正； 整顿,'rektɪfaɪ,rectify&type=1,"[{'sContent': 'I did my best to rectify the situation, but the damage was already done.', 'sCn': '我竭尽全力去挽回局面，但损害已经造成了。'}]"
antonym,n, 反义词,'æntənɪm,antonym&type=1,"[{'sContent': 'a dictionary of synonyms and antonyms', 'sCn': '同义词和反义词词典'}]"
integrity,n, 正直； 完整,ɪn'tegrəti,integrity&type=1,"[{'sContent': 'the territorial integrity of the country', 'sCn': '国家的领土完整'}]"
refrain,v, 抑制； 戒除,rɪ'freɪn,refrain&type=1,"[{'sContent': 'Mrs. Hardie refrained from making any comment.', 'sCn': '哈迪太太忍住了没做任何评论。'}]"
pact,n, 协议， 条约， 公约,pækt,pact&type=1,"[{'sContent': 'the Warsaw pact', 'sCn': '华沙条约'}]"
notation,n, 符号， 记号,nou'teɪʃn,notation&type=1,"[{'sContent': 'Musical notation was conceived for the C major scale and each line and space represents a note in this scale.', 'sCn': '乐谱为C大音阶而构思，在这个音阶中的每一个线和间都代表一个音符。'}]"
liable,adj, 有责任的， 有义务的； 易于…的,'laɪəbl,liable&type=1,"[{'sContent': 'The car is liable to overheat on long trips.', 'sCn': '这辆汽车跑长途容易过热。'}]"
homing,adj, 有返回原地本能的,'houmɪŋ,homing&type=1,"[{'sContent': 'Then the pigeons flew into thick fog, and the famous homing instinct failed.', 'sCn': '然后这些鸽子飞进浓雾中，著名的归巢本能失灵了。'}]"
state,v, 陈述， 说明， 声明； 规定,steɪt,state&type=1,"[{'sContent': 'Please state your name and address.', 'sCn': '请说出你的姓名和地址。'}, {'sContent': 'Rembert again stated his intention to resign from Parliament.', 'sCn': '兰伯特再次表明辞去议员职务的意向。'}, {'sContent': 'The government needs to clearly state its policy on UN intervention.', 'sCn': '政府需要就联合国的干预清楚地阐明其政策。'}, {'sContent': 'Fine, but aren’t you just stating the obvious here?', 'sCn': '没错，可你说的谁不知道呢？'}]"
cargo,n, 货物,'kɑːrgou,cargo&type=1,"[{'sContent': 'a cargo plane', 'sCn': '货机'}]"
press,v, 压， 按， 挤； 压榨， 压迫； 催促， 逼迫,pres,press&type=1,"[{'sContent': 'Manville kept his back pressed flat against the wall.', 'sCn': '曼维尔后背紧紧地贴在墙上。'}, {'sContent': 'She pressed the gas pedal and the car leapt forwards.', 'sCn': '她踩下油门，汽车向前冲了出去。'}, {'sContent': 'He pressed a card into her hand before leaving.', 'sCn': '离开之前他往她手里塞了一张卡片。'}]"
jumble,vt,混杂，掺杂,'dʒʌmbl,jumble&type=1,"[{'sContent': 'The photographs were all jumbled up.', 'sCn': '照片乱七八糟地堆在一起。'}, {'sContent': 'Ben’s words became jumbled.', 'sCn': '本开始语无伦次起来。'}]"
element,n,元素，要素，组成部分；,'elɪmənt,element&type=1,"[{'sContent': 'Business and management elements are built into the course.', 'sCn': '本课程加入了商务和管理方面的内容。'}]"
environmental,adj, 有关环境的， 自然环境的， 生态环境的； 环境的,ɪnˌvaɪrən'mentl,environmental&type=1,"[{'sContent': 'the environmental damage caused by the chemical industry', 'sCn': '化学工业对环境造成的破坏'}, {'sContent': 'an international meeting to discuss environmental issues', 'sCn': '探讨环境问题的国际会议'}, {'sContent': 'the environmental impact of pollution from cars', 'sCn': '汽车造成的污染对环境的影响'}, {'sContent': 'an environmental group', 'sCn': '环境保护组织'}]"
picky,adj, 挑剔的， 难以取悦的,'pɪki,picky&type=1,"[{'sContent': 'He’s a very picky eater .', 'sCn': '他很挑食。'}]"
crustacean,adj, 甲壳类的,krʌ'steɪʃn,crustacean&type=1,"[{'sContent': 'Glucosamine can help to synthesize chitin in crustacean shells, which aids growth.', 'sContent_eng': 'Glucosamine can help to synthesize chitin in <b>crustacean</b> shells, which aids growth.', 'sSpeech': 'Glucosamine+can+help+to+synthesize+chitin+in+crustacean+shells%2C+which+aids+growth.&le=eng', 'sCn': '葡萄糖氨是甲壳类动物帮助壳中几丁质的生成，可促进生长。'}, {'sContent': ""This pink tendril is another new species of crustacean found in the Sea of Japan (East Sea), near South Korea's Gangwon Province."", 'sContent_eng': ""This pink tendril is another new species of <b>crustacean</b> found in the Sea of Japan (East Sea), near South Korea's Gangwon Province."", 'sSpeech': 'This+pink+tendril+is+another+new+species+of+crustacean+found+in+the+Sea+of+Japan+%28East+Sea%29%2C+near+South+Korea%27s+Gangwon+Province.&le=eng', 'sCn': '这个粉红的卷须状物种是科学家在韩国江原道附近的日本海（东海）发现的甲壳类生物。'}]"
exclaim,v, 惊叫， 呼喊,ɪk'skleɪm,exclaim&type=1,"[{'sContent': '‘No!’ she exclaimed in shock.', 'sCn': '“不！”她惊呼道。'}]"
opposite,adj,对面的；对立的；相反的,'ɑːpəzət,opposite&type=1,"[{'sContent': 'I thought the medicine would make him sleep, but it had the opposite effect.', 'sCn': '我以为这药会让他睡觉，但是它却起了反作用。'}, {'sContent': 'At the opposite extreme, Ashworth’s style is very simple and modern.', 'sCn': '截然相反的是，阿什沃思的风格非常简单和现代。'}, {'sContent': 'Bob was quicker than Ed? It’s usually the opposite way round.', 'sCn': '鲍勃比埃德快？通常是反过来的。'}]"
pack,v,收拾，打包；捆扎；塞满,pæk,pack&type=1,"[{'sContent': 'I forgot to pack my razor.', 'sCn': '我忘记把剃须刀放入行李包了。'}, {'sContent': 'Have you finished packing yet?', 'sCn': '你行李收拾完了吗？'}]"
restraint,n, 抑制， 克制； 限制； 约束力； 管制措施,rɪ'streɪnt,restraint&type=1,"[{'sContent': 'The police were praised for their restraint in handling the demonstrators.', 'sCn': '警方因对待示威者时所表现出的克制而受到赞扬。'}]"
aftermath,n, 后果， 余波,'æftərmæθ,aftermath&type=1,"[{'sContent': 'In the aftermath of the coup, the troops opened fire on the demonstrators.', 'sCn': '在那次政变的余波之中，军队向示威者开了枪。'}]"
pollutant,n, 污染物质， 有害物质,pə'luːtənt,pollutant&type=1,"[{'sContent': 'a dumping ground for toxic pollutants', 'sCn': '有毒污染物堆放场'}]"
untapped,adj, 未开发的， 未使用的,ˌʌn'tæpt,untapped&type=1,"[{'sContent': 'Older people are an untapped resource in the employment market.', 'sCn': '年龄较大的人是就业市场中有待利用的资源。'}, {'sContent': 'We believe there is untapped potential.', 'sCn': '我们相信还有潜力没有挖掘出来。'}]"
cue,n, 暗示， 提示,kjuː,cue&type=1,"[{'sContent': 'She stood nervously in the wings waiting for her cue.', 'sCn': '她紧张地站在台侧等待出场的提示。'}]"
effluent,n, 流出物， 废水， 污水,'efluənt,effluent&type=1,"[{'sContent': 'The effluent from the factory was dumped into the river.', 'sCn': '那家工厂的污水被排到了河里。'}]"
untamed,adj, 未驯服的， 难驾驭的,ˌʌn'teɪmd,untamed&type=1,"[{'sContent': 'This is the issue for Socrates, how to channel this wild and untamed passion of spirit or heart, how to channel this to some kind of common good.', 'sContent_eng': 'This is the issue for Socrates, how to channel this wild and <b>untamed</b> passion of spirit or heart, how to channel this to some kind of common good.', 'sSpeech': 'This+is+the+issue+for+Socrates%2C+how+to+channel+this+wild+and+untamed+passion+of+spirit+or+heart%2C+how+to+channel+this+to+some+kind+of+common+good.&le=eng', 'sCn': '这是苏格拉底面临的难题，如何引导，这野性不驯的精神或内心热情，如何将其引导至某种共同的良善。'}]"
stereotype,n,陈规；固定形式，老套；刻板印象,'steriətaɪp,stereotype&type=1,"[{'sContent': ""There's always been a stereotype about successful businessmen."", 'sCn': '对成功的商人们总有一种成见。'}]"
enroll,v, 登记， 注册； 招收,ɪn'roul,enroll&type=1,
sweeping,adj,彻底的，广泛的；〈贬〉笼统的，一概而论的,'swiːpɪŋ,sweeping&type=1,"[{'sContent': 'sweeping generalizations about women drivers', 'sCn': '对女性司机一概而论的看法'}]"
ardent,adj, 热心的， 热情洋溢的,'ɑːrdnt,ardent&type=1,"[{'sContent': 'an ardent supporter of free trade', 'sCn': '自由贸易的热心支持者'}]"
cohesive,adj, 黏着的； 使凝结的， 使内聚的,kou'hiːsɪv,cohesive&type=1,"[{'sContent': 'a cohesive community', 'sCn': '团结的社区'}]"
battery,n, 电池； 排炮； 一系列， 一批,'bætri,battery&type=1,"[{'sContent': 'You have to take the top off to change the batteries .', 'sCn': '你得把顶盖拿掉才能更换电池。'}, {'sContent': 'When the red light comes on, you should recharge the battery .', 'sCn': '红灯亮起的时候你就应该给电池充电了。'}, {'sContent': 'The car’s got a flat battery .', 'sCn': '汽车的蓄电池没电了。'}, {'sContent': 'a battery-operated hairdryer', 'sCn': '使用电池的吹风机'}]"
clay,n, 泥土， 黏土,kleɪ,clay&type=1,"[{'sContent': '...the heavy clay soils of Georgia.', 'sCn': '…佐治亚州厚重的黏土的土壤。'}]"
irreverent,adj, 不敬的,ɪ'revərənt,irreverent&type=1,"[{'sContent': 'his irreverent sense of humour', 'sCn': '他失礼的幽默感'}, {'sContent': 'She has an irreverent attitude towards marriage.', 'sCn': '她对婚姻有一种不当回事的态度。'}]"
promote,vt, 促进； 提升； 宣传， 推销,prə'mout,promote&type=1,"[{'sContent': ""You don't have to sacrifice environmental protection to promote economic growth."", 'sCn': '你们没有必要牺牲环保来促进经济增长。'}]"
façade,n, 正面； 表面,fə'sɑːd,fa%C3%A7ade&type=1,"[{'sContent': 'The volume and the façade are the only territories of design freedom, along with some decisions with respect to finishes in the lobbies and the parking areas.', 'sContent_eng': 'The volume and the <b>façade</b> are the only territories of design freedom, along with some decisions with respect to finishes in the lobbies and the parking areas.', 'sSpeech': 'The+volume+and+the+fa%C3%A7ade+are+the+only+territories+of+design+freedom%2C+along+with+some+decisions+with+respect+to+finishes+in+the+lobbies+and+the+parking+areas.&le=eng', 'sCn': '建筑体量与立面是建筑师唯一可自由发挥的地方，以及关于大堂和停车场装饰装修方面的某些决策，也可以自行决定。'}, {'sContent': 'While the project wants to open up the facade for a through ventilation, the different identities of various shops on the façade would have made the building appear to be fragmented.', 'sContent_eng': 'While the project wants to open up the facade for a through ventilation, the different identities of various shops on the <b>façade</b> would have made the building appear to be fragmented.', 'sSpeech': 'While+the+project+wants+to+open+up+the+facade+for+a+through+ventilation%2C+the+different+identities+of+various+shops+on+the+fa%C3%A7ade+would+have+made+the+building+appear+to+be+fragmented.&le=eng', 'sCn': '虽然这个项目想要实现自然通风并设计一个开放的外观，但是各种各样不同类型的商店将会使整个建筑表面显得零碎。'}, {'sContent': 'The surface that encloses the columbarium is set back from its façade allowing a window box with enough space to place flowerplots, not only for small plants, but for all kind of flowers .', 'sContent_eng': 'The surface that encloses the columbarium is set back from its <b>façade</b> allowing a window box with enough space to place flowerplots, not only for small plants, but for all kind of flowers .', 'sSpeech': 'The+surface+that+encloses+the+columbarium+is+set+back+from+its+fa%C3%A7ade+allowing+a+window+box+with+enough+space+to+place+flowerplots%2C+not+only+for+small+plants%2C+but+for+all+kind+of+flowers+.&le=eng', 'sCn': '骨灰龛的表面从立面向后退缩了一些距离，让每个窗格都有足够的空间来种花，这里不仅能种小型植物，而是可以种多种花卉植物。'}]"
divorce,v, 与…离婚； 使分离， 使脱离,dɪ'vɔːrs,divorce&type=1,"[{'sContent': 'David’s parents divorced when he was six.', 'sCn': '戴维的父母在他六岁时离婚了。'}, {'sContent': 'My father threatened to divorce her.', 'sCn': '我父亲威胁说要和她离婚。'}]"
distribute,vt, 分配， 分发； 散布,dɪ'strɪbjuːt,distribute&type=1,"[{'sContent': 'a man distributing leaflets to passers-by', 'sCn': '一个向路人派发传单的男子'}]"
attach,vt, 连接； 依附于； 系， 贴， 连接； 使依恋， 使喜爱 ； 认为有,ə'tætʃ,attach&type=1,"[{'sContent': 'It’s easy to become attached to the children you work with.', 'sCn': '你很容易就会喜欢上工作中接触到的孩子。'}]"
cornerstone,n, 墙角石， 奠基石； 基础,'kɔːrnərstoun,cornerstone&type=1,"[{'sContent': 'Research is the cornerstone of the profession.', 'sCn': '研究是该职业的基石。'}]"
quiz,n,小测验；智力竞赛,kwɪz,quiz&type=1,"[{'sContent': 'a love quiz in a magazine', 'sCn': '杂志上的爱情问答'}, {'sContent': 'a general knowledge quiz', 'sCn': '常识问答竞赛'}]"
inclination,n, 爱好， 意愿； 趋向， 趋势； 倾斜度,ˌɪnklɪ'neɪʃn,inclination&type=1,"[{'sContent': 'My natural inclination was to say no.', 'sCn': '我生性爱说“不”。'}]"
participate,vi, 参与， 参加,pɑːr'tɪsɪpeɪt,participate&type=1,"[{'sContent': 'Some members refused to participate.', 'sCn': '有些会员拒绝参加。'}]"
ingredient,n, 成分， 要素； 原料,ɪn'griːdiənt,ingredient&type=1,"[{'sContent': 'Combine all the ingredients in a large bowl.', 'sCn': '把所有食材都放在一个大碗里。'}, {'sContent': 'The food is home-cooked using fresh ingredients.', 'sCn': '这种食物是用新鲜的食材在家里烹制的。'}]"
consolidate,v, 巩固； 合并,kən'sɑːlɪdeɪt,consolidate&type=1,"[{'sContent': 'The company has consolidated its position as the country’s leading gas supplier.', 'sCn': '这家公司巩固了作为该国主要煤气供应商的地位。'}, {'sContent': 'The team consolidated their lead with a third goal.', 'sCn': '球队以第三个进球巩固了领先优势。'}]"
biochemical,adj, 生物化学的， 生化的,ˌbaɪou'kemɪkl,biochemical&type=1,"[{'sContent': 'Starvation brings biochemical changes in the body.', 'sCn': '饥饿引起体内的生化变化。'}]"
librarian,n, 图书馆馆长； 图书管理员,laɪ'breriən,librarian&type=1,"[{'sContent': 'The new librarian is a friend of mine.', 'sCn': '这位新来的图书管理员是我的朋友。'}]"
contour,n, 等高线； 轮廓,'kɑːntur,contour&type=1,"[{'sContent': 'the contours of the hills', 'sCn': '群山的轮廓'}, {'sContent': 'the contours of her face', 'sCn': '她脸部的轮廓'}]"
lyric,adj,抒情的,'lɪrɪk,lyric&type=1,"[{'sContent': 'Wordsworth was one of the greatest lyric poets of his time.', 'sCn': '华兹华斯是他那个时代最伟大的抒情诗人之一。'}]"
suborn,vt, 收买， 买通， 唆使,sə'bɔːrn,suborn&type=1,"[{'sContent': 'an attempt to suborn a witness', 'sCn': '收买证人的企图'}]"
clan,n, 家族， 宗族， 氏族； 帮派,klæn,clan&type=1,"[{'sContent': 'the Campbell clan', 'sCn': '坎贝尔家族'}, {'sContent': 'warring clans', 'sCn': '交战的各氏族'}]"
